isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,titles and subtitles,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780198782742,0198782748,Contemporary Political Philosophy,Will Kymlicka,Philosophy,http://books.google.com/books/content?id=yYCcAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""This new edition of Will Kymlicka's best selling critical introduction to contemporary political theory has been fully revised to include many of the most significant developments in Anglo-American political philosophy in the last 11 years, particularly the new debates on political liberalism, deliberative democracy, civic republicanism, nationalism, and cultural pluralism."" ""The book now includes two new chapters on citizenship theory and multiculturalism, in addition to updated chapters on utilitarianism, liberal egalitarianism, libertarianism, Marxism, communitarianism, and feminism. Extended guides to further reading have been added at the end of each chapter, listing the most important books and articles on each school of thought, as well as relevant journals and web sites.""--BOOK JACKET.",2002.0,3.98,512.0,575.0,Contemporary Political Philosophy : An Introduction,"9780198782742 ""This new edition of Will Kymlicka's best selling critical introduction to contemporary political theory has been fully revised to include many of the most significant developments in Anglo-American political philosophy in the last 11 years, particularly the new debates on political liberalism, deliberative democracy, civic republicanism, nationalism, and cultural pluralism."" ""The book now includes two new chapters on citizenship theory and multiculturalism, in addition to updated chapters on utilitarianism, liberal egalitarianism, libertarianism, Marxism, communitarianism, and feminism. Extended guides to further reading have been added at the end of each chapter, listing the most important books and articles on each school of thought, as well as relevant journals and web sites.""--BOOK JACKET.",Nonfiction,0.012094628997147083,0.013085083104670048,0.005343969911336899,0.06474082171916962,0.004405571147799492,0.033920250833034515,0.9516934752464294
9780199120093,0199120099,Clouds,Aristophanes,Drama,http://books.google.com/books/content?id=avTrtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This new translation of the play Clouds examines the two versions of the play, the history of the text, an analysis of Right and Wrong, the purpose of the chorus, and explanations of certain previously unexamined sexualjokes referred to in the play. Dover also includes notes on metrical analysis, a full commentary, and indexes.",1970.0,3.76,254.0,13.0,Clouds,"9780199120093 This new translation of the play Clouds examines the two versions of the play, the history of the text, an analysis of Right and Wrong, the purpose of the chorus, and explanations of certain previously unexamined sexualjokes referred to in the play. Dover also includes notes on metrical analysis, a full commentary, and indexes.",Fiction,0.008024581708014011,0.0068507688120007515,0.004656772129237652,0.010287747718393803,0.006699895951896906,0.03219554200768471,0.9650609493255615
9780199205646,0199205647,"Power, Sex, Suicide",Nick Lane,Science,http://books.google.com/books/content?id=PzgTDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Mitochondria are tiny structures located inside our cells that carry out the essential task of producing energy for the cell. They are found in all complex living things, and in that sense, they are fundamental for driving complex life on the planet. But there is much more to them than that. Mitochondria have their own DNA, with their own small collection of genes, separate from those in the cell nucleus. It is thought that they were once bacteria living independent lives. Their enslavement within the larger cell was a turning point in the evolution of life, enabling the development of complex organisms and, closely related, the origin of two sexes. Unlike the DNA in the nucleus, mitochondrial DNA is passed down exclusively (or almost exclusively) via the female line. That's why it has been used by some researchers to trace human ancestry daughter-to-mother, to 'Mitochondrial Eve'. Mitochondria give us important information about our evolutionary history. And that's not all. Mitochondrial genes mutate much faster than those in the nucleus because of the free radicals produced in their energy-generating role. This high mutation rate lies behind our ageing and certain congenital diseases. The latest research suggests that mitochondria play a key role in degenerative diseases such as cancer, through their involvement in precipitating cell suicide. Mitochondria, then, are pivotal in power, sex, and suicide. In this fascinating and thought-provoking book, Nick Lane brings together the latest research findings in this exciting field to show how our growing understanding of mitochondria is shedding light on how complex life evolved, why sex arose (why don't we just bud?), and why we age and die. This understanding is of fundamental importance, both in understanding how we and all other complex life came to be, but also in order to be able to control our own illnesses, and delay our degeneration and death. 'An extraordinary account of groundbreaking modern science... The book abounds with interesting and important ideas.' Mark Ridley, Department of Zoology, University of Oxford",2006.0,4.24,354.0,2110.0,"Power, Sex, Suicide : Mitochondria and the Meaning of Life","9780199205646 Mitochondria are tiny structures located inside our cells that carry out the essential task of producing energy for the cell. They are found in all complex living things, and in that sense, they are fundamental for driving complex life on the planet. But there is much more to them than that. Mitochondria have their own DNA, with their own small collection of genes, separate from those in the cell nucleus. It is thought that they were once bacteria living independent lives. Their enslavement within the larger cell was a turning point in the evolution of life, enabling the development of complex organisms and, closely related, the origin of two sexes. Unlike the DNA in the nucleus, mitochondrial DNA is passed down exclusively (or almost exclusively) via the female line. That's why it has been used by some researchers to trace human ancestry daughter-to-mother, to 'Mitochondrial Eve'. Mitochondria give us important information about our evolutionary history. And that's not all. Mitochondrial genes mutate much faster than those in the nucleus because of the free radicals produced in their energy-generating role. This high mutation rate lies behind our ageing and certain congenital diseases. The latest research suggests that mitochondria play a key role in degenerative diseases such as cancer, through their involvement in precipitating cell suicide. Mitochondria, then, are pivotal in power, sex, and suicide. In this fascinating and thought-provoking book, Nick Lane brings together the latest research findings in this exciting field to show how our growing understanding of mitochondria is shedding light on how complex life evolved, why sex arose (why don't we just bud?), and why we age and die. This understanding is of fundamental importance, both in understanding how we and all other complex life came to be, but also in order to be able to control our own illnesses, and delay our degeneration and death. 'An extraordinary account of groundbreaking modern science... The book abounds with interesting and important ideas.' Mark Ridley, Department of Zoology, University of Oxford",Nonfiction,0.035417430102825165,0.3011670708656311,0.1327013075351715,0.4195164442062378,0.1699090152978897,0.6312570571899414,0.9594385027885437
9780199264797,0199264791,The Oxford Companion to Philosophy,Ted Honderich,Philosophy,http://books.google.com/books/content?id=F9oAomj2IIwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Over 2,200 entries containing information on all aspects of philosophy, and of the lives and work of the great philosophers, from antiquity to the present day.",2005.0,4.14,1056.0,49.0,The Oxford Companion to Philosophy,"9780199264797 Over 2,200 entries containing information on all aspects of philosophy, and of the lives and work of the great philosophers, from antiquity to the present day.",Nonfiction,0.007823594845831394,0.006979441270232201,0.0048600719310343266,0.03147073835134506,0.014225871302187443,0.10150022059679031,0.833139955997467
9780199265770,0199265771,The Church in Ancient Society,Henry Chadwick,Religion,http://books.google.com/books/content?id=nLic1cabc8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Church in Ancient Society provides a full and enjoyable narrative history of the first six centuries of the Christian Church. Ancient Greek and Roman society had many gods and an addiction to astrology and divination. This introduction to the period traces the process by which Christianitychanged this and so provided a foundation for the modern world: the teaching of Jesus created a lasting community, which grew to command the allegiance of the Roman emperor. Christianity is discussed in relation to how it appeared to both Jews and pagans, and how its Christian doctrine and practicewere shaped in relation to Graeco-Roman culture and the Jewish matrix. Among the major figures discussed are Tertullian, Clement of Alexandria, Origen, Constantine, Julian the Apostate, Basil, Ambrose, and Augustine.Following a chronological approach, Henry Chadwick's clear exposition of important texts and theological debates in their historical context is unrivalled in detail. In particular, theological and ecclesial texts are examined in relation to the behaviour and beliefs of people who attended churchesand synagogues. Christians did not find agreement and unity easy and the author displays a distinctive concern for the factors - theological, personal, and political - which caused division in the church and prevented reconciliation. The emperors, however, began to foster unity for political reasonsand to choose monotheism. Finally, the Church captured the society.",2003.0,4.21,744.0,14.0,The Church in Ancient Society : From Galilee to Gregory the Great,"9780199265770 The Church in Ancient Society provides a full and enjoyable narrative history of the first six centuries of the Christian Church. Ancient Greek and Roman society had many gods and an addiction to astrology and divination. This introduction to the period traces the process by which Christianitychanged this and so provided a foundation for the modern world: the teaching of Jesus created a lasting community, which grew to command the allegiance of the Roman emperor. Christianity is discussed in relation to how it appeared to both Jews and pagans, and how its Christian doctrine and practicewere shaped in relation to Graeco-Roman culture and the Jewish matrix. Among the major figures discussed are Tertullian, Clement of Alexandria, Origen, Constantine, Julian the Apostate, Basil, Ambrose, and Augustine.Following a chronological approach, Henry Chadwick's clear exposition of important texts and theological debates in their historical context is unrivalled in detail. In particular, theological and ecclesial texts are examined in relation to the behaviour and beliefs of people who attended churchesand synagogues. Christians did not find agreement and unity easy and the author displays a distinctive concern for the factors - theological, personal, and political - which caused division in the church and prevented reconciliation. The emperors, however, began to foster unity for political reasonsand to choose monotheism. Finally, the Church captured the society.",Nonfiction,0.17589923739433289,0.8603261709213257,0.4031040668487549,0.7582039833068848,0.08392691612243652,0.5107845664024353,0.9444628953933716
9780199267170,0199267170,William Shakespeare: The Complete Works,William Shakespeare,Drama,http://books.google.com/books/content?id=G70SDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents the works of William Shakespeare, along with an analysis of the nature and authority of the early documents, a list of the canon and chronological order of composition, an essay on Shakespeare's language, and a bibliography.",2005.0,4.62,1420.0,488.0,William Shakespeare: The Complete Works,"9780199267170 Presents the works of William Shakespeare, along with an analysis of the nature and authority of the early documents, a list of the canon and chronological order of composition, an essay on Shakespeare's language, and a bibliography.",Fiction,0.0033078689593821764,0.004373784642666578,0.0016776577103883028,0.06782901287078857,0.005060221068561077,0.019245468080043793,0.8985059857368469
9780199280162,0199280169,East and West: The Making of a Rift in the Church,Henry Chadwick,Religion,http://books.google.com/books/content?id=staKxp3zWVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The greatest Christian split of all has been that between east and west, between Roman Catholic and eastern Orthodox, which is still apparent today. Henry Chadwick provides a compelling and balanced account of the emergence of divisions between Rome and Constantinople. Starting with the roots of the divergence in Apostolic times, he takes the story right up to the Council of Florence in the fifteenth century.",2005.0,3.88,316.0,4.0,East and West: The Making of a Rift in the Church : From Apostolic Times until the Council of Florence,"9780199280162 The greatest Christian split of all has been that between east and west, between Roman Catholic and eastern Orthodox, which is still apparent today. Henry Chadwick provides a compelling and balanced account of the emergence of divisions between Rome and Constantinople. Starting with the roots of the divergence in Apostolic times, he takes the story right up to the Council of Florence in the fifteenth century.",Nonfiction,0.0163252092897892,0.03468680754303932,0.01039888709783554,0.057700265198946,0.008992981165647507,0.04240895435214043,0.9503892660140991
9780199296095,019929609X,An Introduction to Political Philosophy,Jonathan Wolff,Philosophy,http://books.google.com/books/content?id=FVOcAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The revised edition of this highly successful text provides a clear and accessible introduction to some of the most important questions of political philosophy. Organized around major issues, Wolff provides the structure that beginners need, while also introducing some distinctive ideas of his own.",2006.0,4.11,215.0,703.0,An Introduction to Political Philosophy,"9780199296095 The revised edition of this highly successful text provides a clear and accessible introduction to some of the most important questions of political philosophy. Organized around major issues, Wolff provides the structure that beginners need, while also introducing some distinctive ideas of his own.",Nonfiction,0.006805972196161747,0.0058487216010689735,0.0027925982140004635,0.13408637046813965,0.003227058332413435,0.017801227048039436,0.9685132503509521
9780201408256,0201408252,Six Easy Pieces,Richard P. Feynman,Science,http://books.google.com/books/content?id=xerjugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Richard P. Feynman (1918–1988) was widely recognized as the most creative physicist of the post–World War II period. His career was extraordinarily expansive. From his contributions to the development of the atomic bomb a Los Alamos during World War II to his work in quantum electrodynamics, for which he was awarded the Nobel Prize in 1965, Feynman was celebrated for his brilliant and irreverent approach to physics.It was Feynman's outrageous and scintillating method of teaching that earned him legendary status among students and professors of physics. From 1961–1963, Feynman, at the California Institute of Technology, delivered a series of lectures that revolutionized the teaching of physics around the world. Six Easy Pieces, taken from the famous Lectures on Physics, represents the most accessible material from this series. In these six chapters, Feynman introduces the general reader to the following topics: atoms, basic physics, the relationship of physics to other topics, energy, gravitation, and quantum force. With his dazzling and inimitable wit, Feynman presents each discussion without equations or technical jargon.Readers will remember how—using ice water and rubber—Feynman demonstrated with stunning simplicity to a nationally televised audience the physics of the 1986 Challenger disaster. It is precisely this ability—the clear and direct illustration of complex theories—that made Richard Feynman one of the most distinguished educators in the world. Filled with wonderful examples and clever illustrations, Six Easy Pieces is the ideal introduction to the fundamentals of physics by one of the most admired and accessible scientists of our time.",1996.0,4.2,176.0,160.0,Six Easy Pieces : Essentials Of Physics By Its Most Brilliant Teacher,"9780201408256 Richard P. Feynman (1918–1988) was widely recognized as the most creative physicist of the post–World War II period. His career was extraordinarily expansive. From his contributions to the development of the atomic bomb a Los Alamos during World War II to his work in quantum electrodynamics, for which he was awarded the Nobel Prize in 1965, Feynman was celebrated for his brilliant and irreverent approach to physics.It was Feynman's outrageous and scintillating method of teaching that earned him legendary status among students and professors of physics. From 1961–1963, Feynman, at the California Institute of Technology, delivered a series of lectures that revolutionized the teaching of physics around the world. Six Easy Pieces, taken from the famous Lectures on Physics, represents the most accessible material from this series. In these six chapters, Feynman introduces the general reader to the following topics: atoms, basic physics, the relationship of physics to other topics, energy, gravitation, and quantum force. With his dazzling and inimitable wit, Feynman presents each discussion without equations or technical jargon.Readers will remember how—using ice water and rubber—Feynman demonstrated with stunning simplicity to a nationally televised audience the physics of the 1986 Challenger disaster. It is precisely this ability—the clear and direct illustration of complex theories—that made Richard Feynman one of the most distinguished educators in the world. Filled with wonderful examples and clever illustrations, Six Easy Pieces is the ideal introduction to the fundamentals of physics by one of the most admired and accessible scientists of our time.",Nonfiction,0.20789365470409393,0.560409665107727,0.05060970038175583,0.4985150694847107,0.0778600350022316,0.29596778750419617,0.9452109336853027
9780201748673,0201748673,Robin Williams Web Design Workshop,John Tollett;Robin Williams;David Rohr,Computers,http://books.google.com/books/content?id=lhatgvXw0JcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Illustrating her ideas with hundreds of examples, Williams takes her lessons on creative design, highly regarded within the graphics community, and applies them to the Web. Full color.",2002.0,3.78,384.0,51.0,Robin Williams Web Design Workshop,"9780201748673 Illustrating her ideas with hundreds of examples, Williams takes her lessons on creative design, highly regarded within the graphics community, and applies them to the Web. Full color.",Nonfiction,0.022740943357348442,0.024630723521113396,0.0019115816103294492,0.028518522158265114,0.011771300807595253,0.02485126256942749,0.9310391545295715
9780205479801,0205479804,The Actor in You,Robert L. Benedetti,Performing Arts,http://books.google.com/books/content?id=lZZQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Actor in Youenhances the reader’s appreciation of the art of acting by helping them realize that they already possess, in principle, the following skills: the ability to play a role, the ability to fulfill the sense of drama and to structure dramatic scenes, and the capacity to express emotion. Without losing its simplicity, directness, and enjoyable writing style, this revised and enlarged edition has benefited from helpful suggestions by teachers who have used it successfully in the classroom. Drawing exercises and examples from readers’ everyday lives and from well-known films and television programs, Benedetti succeeds in deducing dramatic principles from those experiences and then applying them to everyday life for artistic purpose.",2005.0,3.7,160.0,5.0,The Actor in You : Sixteen Simple Steps to Understanding the Art of Acting,"9780205479801 The Actor in Youenhances the reader’s appreciation of the art of acting by helping them realize that they already possess, in principle, the following skills: the ability to play a role, the ability to fulfill the sense of drama and to structure dramatic scenes, and the capacity to express emotion. Without losing its simplicity, directness, and enjoyable writing style, this revised and enlarged edition has benefited from helpful suggestions by teachers who have used it successfully in the classroom. Drawing exercises and examples from readers’ everyday lives and from well-known films and television programs, Benedetti succeeds in deducing dramatic principles from those experiences and then applying them to everyday life for artistic purpose.",Nonfiction,0.00897294469177723,0.0219712071120739,0.004000070504844189,0.49739256501197815,0.0085320845246315,0.02445937506854534,0.9108843207359314
9780224060875,0224060872,It's Not about the Bike,Lance Armstrong;Sally Jenkins,Cancer,http://books.google.com/books/content?id=5ATbkSDvfd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"If you read just one sports book this year, this is the one' Express on SundayLance Armstrong was one of the most precocious talents the world of cycling had ever seen. Within a year of turning professional in 1992 he was World Champion. In 1994 he won tw",2001.0,3.72,294.0,473.0,It's Not about the Bike : My Journey Back to Life,"9780224060875 If you read just one sports book this year, this is the one' Express on SundayLance Armstrong was one of the most precocious talents the world of cycling had ever seen. Within a year of turning professional in 1992 he was World Champion. In 1994 he won tw",Fiction,0.02748009003698826,0.011524142697453499,0.017562875524163246,0.8442177772521973,0.02341366373002529,0.13636475801467896,0.7830373644828796
9780224063029,0224063022,Non-Fiction,Chuck Palahniuk,Curiosities and wonders,http://books.google.com/books/content?id=TMw7HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chuck Palahniuk's world has been, well, different from yours and mine. The pieces that comprise Nonfiction prove just how different, in ways both highly entertaining and deeply unsettling. Encounters with alternative culture heroes Marilyn Manson and Juliette Lewis; the peculiar wages of fame attendant on the big budget production of the movie Fight Club; life as an assembly-line drive train installer by day, hospice volunteer driver by night; the really peculiar lives of submariners; the really violent world of college wrestlers; the underground world of anobolic steroid gobblers; the harrowing circumstances of his father's murder and the trial of his killer - each essay or vignette offers a unique facet of existence as lived in and/or observed by one of America's most flagrantly daring and original literary talents.",2004.0,3.57,233.0,212.0,Non-Fiction,"9780224063029 Chuck Palahniuk's world has been, well, different from yours and mine. The pieces that comprise Nonfiction prove just how different, in ways both highly entertaining and deeply unsettling. Encounters with alternative culture heroes Marilyn Manson and Juliette Lewis; the peculiar wages of fame attendant on the big budget production of the movie Fight Club; life as an assembly-line drive train installer by day, hospice volunteer driver by night; the really peculiar lives of submariners; the really violent world of college wrestlers; the underground world of anobolic steroid gobblers; the harrowing circumstances of his father's murder and the trial of his killer - each essay or vignette offers a unique facet of existence as lived in and/or observed by one of America's most flagrantly daring and original literary talents.",Nonfiction,0.00487250043079257,0.01980757527053356,0.9314935207366943,0.011887428350746632,0.016087858006358147,0.017925286665558815,0.9445157647132874
9780224064736,0224064738,Every Second Counts,Lance Armstrong;Sally Jenkins,Cancer,http://books.google.com/books/content?id=85QV79yKIIgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1999, Lance Armstrong made world headlines with the most stunning comeback in the history of sport after battling against life-threatening testicular cancer just eighteen months before returning to professional cycling. His first book, It's Not About the Bike, charted his journey back to life and went on to become an international bestseller. Now, in his much-anticipated follow-up, Armstrong shares more details of his extraordinary life story, including the births of his twin daughters Grace and Isabel. Never shy of controversy, Armstrong offers, with typical frankness, his thoughts on training, competing, winning and failure. He also tells of the work he did for the foundation he created following his dramatic recovery, addresses the daunting challenge of living in the aftermath of cancer and treatment, and shares further inspirational tales of survival. A fresh outlook on the spirit of survivors everywhere, Every Second Counts is an account of a man who strives every day to meet life's challenges - whether on his bike or off. Every Second Counts was first published in October 2003. In an interview with Oprah Winfrey in January 2013, Lance Armstrong admitted to having taken performance enhancing drugs in all seven of the Tours de France in which he competed between 1999 and 2005. He was officially stripped of these wins by the UCI, the world governing body for cycling, in 2012.",2004.0,3.52,246.0,270.0,Every Second Counts,"9780224064736 In 1999, Lance Armstrong made world headlines with the most stunning comeback in the history of sport after battling against life-threatening testicular cancer just eighteen months before returning to professional cycling. His first book, It's Not About the Bike, charted his journey back to life and went on to become an international bestseller. Now, in his much-anticipated follow-up, Armstrong shares more details of his extraordinary life story, including the births of his twin daughters Grace and Isabel. Never shy of controversy, Armstrong offers, with typical frankness, his thoughts on training, competing, winning and failure. He also tells of the work he did for the foundation he created following his dramatic recovery, addresses the daunting challenge of living in the aftermath of cancer and treatment, and shares further inspirational tales of survival. A fresh outlook on the spirit of survivors everywhere, Every Second Counts is an account of a man who strives every day to meet life's challenges - whether on his bike or off. Every Second Counts was first published in October 2003. In an interview with Oprah Winfrey in January 2013, Lance Armstrong admitted to having taken performance enhancing drugs in all seven of the Tours de France in which he competed between 1999 and 2005. He was officially stripped of these wins by the UCI, the world governing body for cycling, in 2012.",Nonfiction,0.10158387571573257,0.6129582524299622,0.30817151069641113,0.8077828884124756,0.7965410351753235,0.19396741688251495,0.9210666418075562
9780224072656,022407265X,Quimby the Mouse,Chris Ware,Graphic novels,http://books.google.com/books/content?id=VWFwvusdf_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Cleverly appropriated old-fashioned animation imagery and advertising styles of the 1920s and 1930s are put to use in Quimby the Mouse at the service of modern vignettes of angst and existentialism. As this cartoon silhouette of a mouse ignominiously suffers at every turn, the spaces between the panels create despair and a Beckett-like rhythm of hope deceived and deferred (but never quite extinguished), buoying Quimby from page to page. Like Ware's first book, Jimmy Corrigan, Quimby is saturated with Ware's genius, including consistently amazing graphics, insanely perfectionist production values, cut-out-and-assemble paper projects, and the formal complexity of his narratives that have earned him the reputation as one of the most prodigious artists of his generation.",2003.0,4.09,69.0,1396.0,Quimby the Mouse,"9780224072656 Cleverly appropriated old-fashioned animation imagery and advertising styles of the 1920s and 1930s are put to use in Quimby the Mouse at the service of modern vignettes of angst and existentialism. As this cartoon silhouette of a mouse ignominiously suffers at every turn, the spaces between the panels create despair and a Beckett-like rhythm of hope deceived and deferred (but never quite extinguished), buoying Quimby from page to page. Like Ware's first book, Jimmy Corrigan, Quimby is saturated with Ware's genius, including consistently amazing graphics, insanely perfectionist production values, cut-out-and-assemble paper projects, and the formal complexity of his narratives that have earned him the reputation as one of the most prodigious artists of his generation.",Nonfiction,0.021760569885373116,0.016001077368855476,0.02781417965888977,0.2741907238960266,0.9406751394271851,0.16024625301361084,0.7182103991508484
9780226014906,0226014908,The Crescent Obscured,Robert Allison,History,http://books.google.com/books/content?id=FKiKeqOhSpwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"From the beginning of the colonial period to the recent conflicts in the Middle East, encounters with the Muslim world have helped Americans define national identity and purpose. Focusing on America's encounter with the Barbary states of North Africa from 1776 to 1815, Robert Allison traces the perceptions and mis-perceptions of Islam in the American mind as the new nation constructed its ideology and system of government. ""A powerful ending that explains how the experience with the Barbary states compelled many Americans to look inward . . . with increasing doubts about the institution of slavery."" —David W. Lesch, Middle East Journal ""Allison's incisive and informative account of the fledgling republic's encounter with the Muslim world is a revelation with a special pertinence to today's international scene."" —Richard W. Bulliet, Journal of Interdisciplinary History ""This book should be widely read. . . . Allison's study provides a context for understanding more recent developments, such as America's tendency to demonize figures like Iran's Khumaini, Libya's Qaddafi, and Iraq's Saddam."" —Richard M. Eaton, Eighteenth Century Studies",2000.0,3.6,284.0,32.0,"The Crescent Obscured : The United States and the Muslim World, 1776-1815","9780226014906 From the beginning of the colonial period to the recent conflicts in the Middle East, encounters with the Muslim world have helped Americans define national identity and purpose. Focusing on America's encounter with the Barbary states of North Africa from 1776 to 1815, Robert Allison traces the perceptions and mis-perceptions of Islam in the American mind as the new nation constructed its ideology and system of government. ""A powerful ending that explains how the experience with the Barbary states compelled many Americans to look inward . . . with increasing doubts about the institution of slavery."" —David W. Lesch, Middle East Journal ""Allison's incisive and informative account of the fledgling republic's encounter with the Muslim world is a revelation with a special pertinence to today's international scene."" —Richard W. Bulliet, Journal of Interdisciplinary History ""This book should be widely read. . . . Allison's study provides a context for understanding more recent developments, such as America's tendency to demonize figures like Iran's Khumaini, Libya's Qaddafi, and Iraq's Saddam."" —Richard M. Eaton, Eighteenth Century Studies",Nonfiction,0.126282200217247,0.2600838541984558,0.8021495938301086,0.3252195417881012,0.12566740810871124,0.14312788844108582,0.8987032175064087
9780226020457,0226020452,The Bridge on the Drina,Ivo Andríc,Fiction,http://books.google.com/books/content?id=Y7WcIKgk5NQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Bridge on the Drina is a vivid depiction of the suffering history has imposed upon the people of Bosnia from the late 16th century to the beginning of World War I. As we seek to make sense of the current nightmare in this region, this remarkable, timely book serves as a reliable guide to its people and history. ""No better introduction to the study of Balkan and Ottoman history exists, nor do I know of any work of fiction that more persuasively introduces the reader to a civilization other than our own. It is an intellectual and emotional adventure to encounter the Ottoman world through Andric's pages in its grandiose beginning and at its tottering finale. It is, in short, a marvelous work, a masterpiece, and very much sui generis. . . . Andric's sensitive portrait of social change in distant Bosnia has revelatory force.""—William H. McNeill, from the introduction ""The dreadful events occurring in Sarajevo over the past several months turn my mind to a remarkable historical novel from the land we used to call Yugoslavia, Ivo Andric's The Bridge on the Drina.""—John M. Mohan, Des Moines Sunday Register Born in Bosnia, Ivo Andric (1892-1975) was a distinguished diplomat and novelist. He was awarded the Nobel Prize for Literature in 1961. His books include The Damned Yard: And Other Stories, and The Days of the Consuls.",1977.0,4.33,314.0,8401.0,The Bridge on the Drina,"9780226020457 The Bridge on the Drina is a vivid depiction of the suffering history has imposed upon the people of Bosnia from the late 16th century to the beginning of World War I. As we seek to make sense of the current nightmare in this region, this remarkable, timely book serves as a reliable guide to its people and history. ""No better introduction to the study of Balkan and Ottoman history exists, nor do I know of any work of fiction that more persuasively introduces the reader to a civilization other than our own. It is an intellectual and emotional adventure to encounter the Ottoman world through Andric's pages in its grandiose beginning and at its tottering finale. It is, in short, a marvelous work, a masterpiece, and very much sui generis. . . . Andric's sensitive portrait of social change in distant Bosnia has revelatory force.""—William H. McNeill, from the introduction ""The dreadful events occurring in Sarajevo over the past several months turn my mind to a remarkable historical novel from the land we used to call Yugoslavia, Ivo Andric's The Bridge on the Drina.""—John M. Mohan, Des Moines Sunday Register Born in Bosnia, Ivo Andric (1892-1975) was a distinguished diplomat and novelist. He was awarded the Nobel Prize for Literature in 1961. His books include The Damned Yard: And Other Stories, and The Days of the Consuls.",Fiction,0.08038203418254852,0.4947986900806427,0.9906890392303467,0.9339760541915894,0.19757404923439026,0.07693120837211609,0.8821999430656433
9780226025971,0226025977,Love and Saint Augustine,Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark,Family & Relationships,http://books.google.com/books/content?id=YqI3H-TKBGkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Editors Joanna Vecchiarelli Scott and Judith Chelius Stark make Hannah Arendt's important early work accessible for the first time. Here is a completely corrected and revised English translation that incorporates Arendt's own substantial revisions and provides additional notes based on letters, contracts, and other documents. ""A revelation that may force us to reconsider the traditional interpretation of Arendt's work"".--KIRKUS REVIEWS.",1996.0,3.92,254.0,89.0,Love and Saint Augustine,"9780226025971 Editors Joanna Vecchiarelli Scott and Judith Chelius Stark make Hannah Arendt's important early work accessible for the first time. Here is a completely corrected and revised English translation that incorporates Arendt's own substantial revisions and provides additional notes based on letters, contracts, and other documents. ""A revelation that may force us to reconsider the traditional interpretation of Arendt's work"".--KIRKUS REVIEWS.",Nonfiction,0.021632015705108643,0.038247041404247284,0.3134334087371826,0.06146097183227539,0.016850775107741356,0.23594307899475098,0.9356696605682373
9780226042756,0226042758,Plato's Symposium,Plato;Seth Benardete,Philosophy,http://books.google.com/books/content?id=0zoQDYBYTs4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Plato, Allan Bloom wrote, is ""the most erotic of philosophers,"" and his Symposium is one of the greatest works on the nature of love ever written. This new edition brings together the English translation of the renowned Plato scholar and translator, Seth Benardete, with two illuminating commentaries on it: Benardete's ""On Plato's Symposium"" and Allan Bloom's provocative essay, ""The Ladder of Love."" In the Symposium, Plato recounts a drinking party following an evening meal, where the guests include the poet Aristophanes, the drunken Alcibiades, and, of course, the wise Socrates. The revelers give their views on the timeless topics of love and desire, all the while addressing many of the major themes of Platonic philosophy: the relationship of philosophy and poetry, the good, and the beautiful.",2001.0,4.03,199.0,501.0,Plato's Symposium : A Translation by Seth Benardete with Commentaries by Allan Bloom and Seth Benardete,"9780226042756 Plato, Allan Bloom wrote, is ""the most erotic of philosophers,"" and his Symposium is one of the greatest works on the nature of love ever written. This new edition brings together the English translation of the renowned Plato scholar and translator, Seth Benardete, with two illuminating commentaries on it: Benardete's ""On Plato's Symposium"" and Allan Bloom's provocative essay, ""The Ladder of Love."" In the Symposium, Plato recounts a drinking party following an evening meal, where the guests include the poet Aristophanes, the drunken Alcibiades, and, of course, the wise Socrates. The revelers give their views on the timeless topics of love and desire, all the while addressing many of the major themes of Platonic philosophy: the relationship of philosophy and poetry, the good, and the beautiful.",Nonfiction,0.028805145993828773,0.849680483341217,0.007944629527628422,0.6950657963752747,0.007658227812498808,0.009934158995747566,0.42036283016204834
